Sentence,Label,active,euphimism,details,exaggeration,bragging,litote,repetition,metaphor,he said,apparent denial,apparent concession,blame transfer,other kinds,opinion,irony
"After the column ran , more emails were exchanged, with Ms  Dowd telling the executive , ""I hope you're happy ... let's do another."" After her subject declared the columnist her ""favorite person,"" Ms  Dowd gushed , ""You're mine! You're amazing.""  Ms  Dowd has since denied that she provided the column in advance .",anecdote,,,,,,,,,,,,,,,
That's possible .,assumption,,,,,,,,,,,,,,,
"So was it a draft that was provided? And by someone other than herself?  For those who might suggest this mistake of Ms Dowd's was a one-off, issues of character inform everything we do .",par-sep,,,,,,,,,,,,,,,
Hypocrisy doesn't sneak up on you once .,assumption,,,,,,,,,,,,,,,
It's part of how you relate to the world .,assumption,,,,,,,,,,,,,,,
"Bill Keller, executive editor of The New York Times from 2003 to 2011, confirmed to the left-wing blog Media Matters in 2011 that the newspaper's treatment of Ms  Miller was due to politics and to assuage the leftist critics .",assumption,,,,,,,,,,,,,,,
"Mr  Keller confessed , ""I let a year go by when a lot of people, particularly people on the left, became disenchanted with the Times because they saw it as having been cheerleaders for the war . I think I could have saved the paper a lot of trouble and some damage by dealing with [Ms  Miller's reporting] much sooner.""  Facts do tend to be pesky things, as Ms  Dowd and the rest of The New York Times crew found in 2014 .",assumption,,,,,,,,,,,,,,,
"After years of morally superior, self-righteous preening, they had a problem : Judith Miller was proven right about WMD in Iraq .",assumption,,,,,,,,,,,,,,,
"Revealed in a 2010 Wikileaks document dump , The New York Times finally wrote a 10,000 word story on ""abandoned chemical weapons"" in Iraq as it became evident our troops continued to be injured by them and their existence could no longer be denied .",assumption,,,,,,,,,,,,,,,
"The New York Sun suggested the Times' story be viewed as ""journalism's longest correction,"" and was ""designed to try to extricate the Gray Lady from all these charges about how President George W  Bush and his camarilla lied about the danger of Saddam's chemical arsenal .",testimony,,,,,,,,,,,,,,,
"It turns out that Iraq was littered with thousands of shells containing poison gas , like Sarin.""  In that 2005 column attacking Ms  Miller , Ms  Dowd dramatically warned her readers if Ms  Miller remained a reporter at The New York Times, the newspaper itself would be at risk .",assumption,,,,,,,,,,,,,,,
"Ten years later, now with the Times on the verge of collapse, forced retirements, layoffs and plunging ad revenue, the facts are teaching a lesson in irony and hypocrisy to Ms  Dowd and everyone else at the Times who jettisoned the truth to soothe jealousies and pander to politics .",assumption,,,,,,,,,,,,,,,
"Ten years later, now with the Times on the verge of collapse, forced retirements, layoffs and plunging ad revenue, the facts are teaching a lesson in irony and hypocrisy to Ms  Dowd and everyone else at the Times who jettisoned the truth to soothe jealousies and pander to politics .",assumption,,,,,,,,,,,,,,,
Last year NFL star Ray Rice committed a single act of unforgettable and inexcusable violence against then fiancee Janay Palmer .,assumption,,,,,,,,,,,,,,,
"This year he and his now wife Janay hope he will be back in the NFL, a platform he has used to aggressively combat adolescent bullying in the past .",assumption,,,,,,,,,,,,,,,
"As the founder of an anti-bullying organization, I hope he gets a second chance and continues his anti-bullying crusade this year , and for many years to come .",assumption,,,,,,,,,,,,,,,
"The couple is infamous for what went down in a New Jersey casino elevator , where Ray knocked Janay out with one left-handed strike , leading to his arrest on assault charges .",anecdote,,,,,,,,,,,,,,,
Rice was later cut by the Baltimore Ravens and suspended by the NFL .,anecdote,,,,,,,,,,,,,,,
"He won his appeal and is now clear to play , if a team will have him .",assumption,,,,,,,,,,,,,,,
"The couple's botched press conference in May , where he failed to publicly apologize to Janay , led many to condemn him further .",assumption,,,,,,,,,,,,,,,
"Fox Sports wrote , ""Most of what (Ray Rice) said left the public and media shaking their heads."" I met with Ray the day before that botched press conference while working at the Raven's training camp to help rookies and free agents better handle experiences with high school and college bullying .",anecdote,,,,,,,,,,,,,,,
"I encouraged him , when the time was right , to continue his anti-bullying crusade .",anecdote,,,,,,,,,,,,,,,
His eyes watered because he deeply wants to be a hero to children again .,anecdote,,,,,,,,,,,,,,,
"Why would an anti-bullying advocate want Rice to have a second chance and to stay in the anti-bullying game under the right circumstances? Because Ray's deplorable but isolated act does not come close to the damage caused by bullying , and it doesn't make him a bully .",assumption,,,,,,,,,,,,,,,
"We need more people like him who , once amends are made , to combat what is now the #1 form of child abuse in America .",assumption,,,,,,,,,,,,,,,
Rice is even willing to get political to fight bullying .,assumption,,,,,,,,,,,,,,,
"He supported ""Grace's Law,"" a landmark, anti-cyberbullying law passed in Maryland .",anecdote,,,,,,,,,,,,,,,
"""I truly hope that he continues his anti-bullying work,"" says Christine McComas, mother of the late Grace McComas, 15 , whose suicide is attributed to cyberbullying .",anecdote,,,,,,,,,,,,,,,
"""His help was probably the single biggest factor that led to the new anti-cyberbullying law named after our daughter , which has already saved lives . His empathy and support of our family in our worst hour will never be forgotten . I have four daughters , so I'm sensitive to domestic violence . I have no reason to believe he is a serial abuser , and think he should be given the chance to redeem himself . Maryland owes a lot to that man.""  Also ,  people within the Ravens organization who knew Ray well told me that what happened in that elevator was inexcusable, yet also did not define Ray's real character .",testimony,,,,,,,,,,,,,,,
"Matt Lauer of the TODAY Show , while interviewing Janay , said he received numerous phone calls from people who know Ray personally .",anecdote,,,,,,,,,,,,,,,
They also said that what happened in that elevator was an aberration from his usually strong character .,testimony,,,,,,,,,,,,,,,
Rice is guilty of a single act of inexcusable violence ; an act Janay says didn't happen before and hasn't happened since that fateful day .,assumption,,,,,,,,,,,,,,,
"By contrast, most acts of bullying are premeditated, and don't stem from flashes of anger but rather contempt and disdain toward a target .",assumption,,,,,,,,,,,,,,,
"Bullies, including domestic abusers, wed power to fear as part of a psychological campaign of cruelty in order to dominate, control, intimidate and isolate another .",assumption,,,,,,,,,,,,,,,
Yet Janay says Ray's behavior before or after this one event includes none of this .,anecdote,,,,,,,,,,,,,,,
"In nearly a year since the punch felt around the NFL, not one woman has come forward to accuse Rice of similar abuse .",assumption,,,,,,,,,,,,,,,
"This supports Janay's statement that what happened was an isolated incident , something Janay said during her TODAY Show interview with Matt Lauer .",no-unit,,,,,,,,,,,,,,,
"According to Janay, good may come from this single and deplorable act .",assumption,,,,,,,,,,,,,,,
"She told Lauer that though the claims of serial abuse are false , ""God chose us for a reason."" The couple also says that this incident , which pushed Ray into mandatory and intense counseling , made them better people, including how it compelled them to rededicate themselves to their Christian faith .",testimony,,,,,,,,,,,,,,,
"If we can't give the Rice family the benefit of the doubt , then let's give them the benefit of time this new year , which will tell us whether he has truly seen the light .",assumption,,,,,,,,,,,,,,,
I believe that time will do more than tell .,assumption,,,,,,,,,,,,,,,
I believe it's on his side in 2015 .,assumption,,,,,,,,,,,,,,,
"Paul Coughlin is an expert witness regarding bullying and the law, a former newspaper editor and is the author of numerous books, including Raising Bully- Proof Kids .",other,,,,,,,,,,,,,,,
"He is the Founder of The Protectors: Freedom From Bullying--Courage, Character & Leadership for Life , which provides a comprehensive and community-wide solution to adolescent bullying in schools, summer camps, faith-based organizations, and other places where bullying can be prevalent .",other,,,,,,,,,,,,,,,
"He is the Founder of The Protectors: Freedom From Bullying--Courage, Character & Leadership for Life , which provides a comprehensive and community-wide solution to adolescent bullying in schools, summer camps, faith-based organizations, and other places where bullying can be prevalent .",other,,,,,,,,,,,,,,,
"President Obama's plan, announced Friday , to make community college free for promising students , will be seen by some as a game-changer .",assumption,,,,,,,,,,,,,,,
"As the president noted in his speech , his proposal  -- ""America's College Promise"" -- is based on Gov  Bill Haslam's Tennessee Promise program , which offers free tuition to students attending two years of community or technical college .",testimony,,,,,,,,,,,,,,,
"While the president's plan will certainly make community college accessible to many more students , it is also far from clear that such students will benefit .",assumption,,,,,,,,,,,,,,,
"Despite the president's best intentions -- absent serious reform -- pressuring community colleges to improve outcomes , graduation rates have no reason to rise .",assumption,,,,,,,,,,,,,,,
"And by directing more students to community colleges without demanding higher standards -- students will become eligible for two free years of tuition if they maintain merely a 2.5 GPA, hardly stellar in this age of rampant grade inflation--the president's plan might, perversely, worsen graduation rates .",assumption,,,,,,,,,,,,,,,
"To that end, the president insists that participating schools will need to ""adopt promising and evidence-based institutional reforms to improve student outcomes."" Indeed ,  the success of his proposal depends on demanding a greater degree of accountability from community colleges , though it's not exactly clear what such reforms might entail .",assumption,,,,,,,,,,,,,,,
"Regardless of how it all turns outModd-NU , the president's proposal will not solve the larger problems facing American higher education, namely, ever-rising college tuition and student debt .",assumption,,,,,,,,,,,,,,,
"Further ,  despite his pledge to ""[help] every American afford a higher education,"" large federal subsidies for community colleges might exacerbate such problems .",assumption,,,,,,,,,,,,,,,
"Flush with new funding , community colleges might, for instance, be tempted to imitate their 4-year peers and increase spending on administrators, frivolous capital projects, and other extravagant amenities .",assumption,,,,,,,,,,,,,,,
"Tuition hikes would, in turn, invariably follow--the brunt of which would be borne by students ineligible for the new federal subsidies .",assumption,,,,,,,,,,,,,,,
"Yet under the Obama plan, even many newly subsidized students would likely not escape unscathed .",assumption,,,,,,,,,,,,,,,
"At present, nearly 60 percent of community college students do not finish their degrees within 6 years of enrolling .",statistics,,,,,,,,,,,,,,,
"As such, it's likely that newly subsidized students -- many of whom will not graduate over the course of their two year subsidies -- would inevitably need to worry about tuition increases as well .",assumption,,,,,,,,,,,,,,,
"As more American families and students question the value of a college degree , it's essential -- as the president rightly does -- to emphasize that college graduates outperform their non-degree holding peers on a wide range of outcomes .",assumption,,,,,,,,,,,,,,,
"Accordingly ,  policymakers would be wise to find ways to maximize the value of students' tuition dollars .",assumption,,,,,,,,,,,,,,,
"Alas, simply enabling more students to attend college, without creating the right incentives to ensure better outcomes , is not one of them .",assumption,,,,,,,,,,,,,,,
"Alas, simply enabling more students to attend college, without creating the right incentives to ensure better outcomes , is not one of them .",assumption,,,,,,,,,,,,,,,
Establishing ties with Cuba has been on President Obama's bucket list for some time .,assumption,,,,,,,,,,,,,,,
Health care -- done .,no-unit,,,,,,,,,,,,,,,
Amnesty for illegal immigrants  -- done .,no-unit,,,,,,,,,,,,,,,
Cuba -- next .,no-unit,,,,,,,,,,,,,,,
"This last one also has the added bonus point that it puts him right with the international left , which lionizes Castro .",assumption,,,,,,,,,,,,,,,
And the president will go on picking off the next items on the bucket list for the next two years of his term unless Congress decides to stop him .,assumption,,,,,,,,,,,,,,,
"Should they work up the gumption , lawmakers will find they can do many things to stand up for the prerogatives of the legislative branch .",assumption,,,,,,,,,,,,,,,
"Obviously, the release of the 65-year-old American hostage Alan Gross should be welcome .",assumption,,,,,,,,,,,,,,,
"His ""crime"" was to bring computers to Jews on the island .",anecdote,,,,,,,,,,,,,,,
"For the last five years, he has been a victim of Cuba's state terrorism , just as 11 million Cubans have been held hostage by their government for the past five decades .",assumption,,,,,,,,,,,,,,,
"Exchanging three hardened Cuban spies for Gross , however ,  establishes an insulting moral and legal equivalency .",assumption,,,,,,,,,,,,,,,
"The spies actions led to the death of an American in the 1990s , and they were duly convicted .",anecdote,,,,,,,,,,,,,,,
Their release in exchange for Gross creates an incentive for rogue regimes and individual actors to kidnap Americans all over the world .,assumption,,,,,,,,,,,,,,,
"Not only does President Obama's action fail to advance freedom in Cuba , it throws a lifeline to Cuba's dictators , whose current supplier of funds, Venezuela , is on the ropes because of plunging oil prices .",assumption,,,,,,,,,,,,,,,
It surrenders to the demands for normalization that the Castros have been making for decades .,assumption,,,,,,,,,,,,,,,
"So what can Congress do?  Right off the bat, Congress must make it crystal clear to President Obama that he lacks the authority to lift the embargo on Cuba, allow trade to take place between the two nations , let tourists to go to Cuba to bail out the regime or give Cuba have access to capital markets .",assumption,,,,,,,,,,,,,,,
U.S  law--the Helms-Burton Act of 1996--gives the Congress power to override any action taken by the executive to lift the embargo .,assumption,,,,,,,,,,,,,,,
"In order to lift the embargo , the Cuban government would have to give the Cuban people a number of rights--of association, speech, political activity, etc  -- that President Obama obviously failed to secure in his 45-minute conversation with Cuban dictator Raul Castro Tuesday .",assumption,,,,,,,,,,,,,,,
Congress can also make clear to the president that there are statutory criteria that must be met before his administration can take Cuba off the State Department list of terrorism sponsors .,assumption,,,,,,,,,,,,,,,
The president must inform Congress that there has been a change of leadership and policies of the Cuban government and that Castro has given assurances that it will no longer support terrorist acts .,assumption,,,,,,,,,,,,,,,
Can President Obama do any of that?  Senators should also make clear that they will put a hold on any ambassador that Mr  Obama nominates to serve in Cuba unless he can guarantee that the Cuban government is no longer a threat to the United States and has decided to grant freedom to people in Cuba .,assumption,,,,,,,,,,,,,,,
"Sen  Marco Rubio, R-Fla , has already said he plans to do that .",testimony,,,,,,,,,,,,,,,
"Additionally ,  Congress can look into the possibility of using policy riders in the upcoming DHS appropriations debate in February and the Fiscal Year 2016 appropriations process to deny the president funds for setting up relations .",assumption,,,,,,,,,,,,,,,
Congress must act because President Obama has been completely feckless in his entire approach to Cuba .,assumption,,,,,,,,,,,,,,,
He received nothing in exchange for many substantial concessions made to the Communist regime .,assumption,,,,,,,,,,,,,,,
"After five years of ""negotiations"" President Obama ended exactly where Raul Castro's demands began five years ago .",assumption,,,,,,,,,,,,,,,
"As Senator Marco Rubio said, President ""Obama is the worst negotiator since Carter.""  Mr  Obama's statement was filled with Havana's communist talking points, such as affirming that Cubans are poor and unfree because of the embargo , or that Cuba was a U.S  colony .",testimony,,,,,,,,,,,,,,,
"None of that is true , and yet Mr  Obama said it .",assumption,,,,,,,,,,,,,,,
Congress must act to limit the damage inherent in this Havana Giveaway .,assumption,,,,,,,,,,,,,,,
"Left unchecked , Obama will simply move on to the next misguided item on his bucket list .",assumption,,,,,,,,,,,,,,,
"Left unchecked , Obama will simply move on to the next misguided item on his bucket list .",assumption,,,,,,,,,,,,,,,
"U.S  President Barack Obama departs at the conclusion of his end of the year press conference in the briefing room of the White House in Washington, December 19, 2014 .",other,,,,,,,,,,,,,,,
Obama and his family plan to depart Washington later in the day to spend the holidays in Hawaii .,other,,,,,,,,,,,,,,,
REUTERS/Kevin Lamarque (UNITED STATES - Tags: POLITICS) - RTR4IQRC .,no-unit,,,,,,,,,,,,,,,
"U.S  President Barack Obama speaks on the phone with Jordan's King Abdullah at the Oval Office of the White House in Washington, August 8, 2014 .",other,,,,,,,,,,,,,,,
REUTERS/Larry Downing (UNITED STATES - Tags: POLITICS) - RTR41Q8N .,no-unit,,,,,,,,,,,,,,,
Editor's note: The following article originally appeared in The Hill and on TheHill.com website .,anecdote,,,,,,,,,,,,,,,
Dan Pfeiffer's office is next to the Oval Office .,anecdote,,,,,,,,,,,,,,,
The cheek-by-jowl location reflects the importance of his job as senior adviser guiding President Obama's image and message going into his final two years in the White House .,assumption,,,,,,,,,,,,,,,
"At the moment, the president and Pfeiffer are on a hot streak .",assumption,,,,,,,,,,,,,,,
Polls show Obama's approval numbers climbing .,anecdote,,,,,,,,,,,,,,,
"""It's an 18-point gap [better than] Bush and the same as Reagan's,"" Pfeiffer said , comparing Obama's current approval rating to that of President George W  Bush and President Reagan at the equivalent point in their second terms .",testimony,,,,,,,,,,,,,,,
Strong public support is central to the president's strategy of keeping the loyalty of Senate Democrats .,assumption,,,,,,,,,,,,,,,
"If large numbers of Democrats in Congress run away from a president with bad poll numbers , Republicans can put the president on the defensive for the remainder of his time in office .",assumption,,,,,,,,,,,,,,,
Major defections by Senate Democrats will also allow the Republican majority in the Senate to stop filibusters and potentially override Obama's vetoes .,assumption,,,,,,,,,,,,,,,
"The issues at stake range from construction of the Keystone XL pipeline to efforts to change and repeal Obamacare, as well as undo immigration reform, financial regulation, the opening of new relations with Cuba and new limits on greenhouse gases .",assumption,,,,,,,,,,,,,,,
"Pfeiffer does not see any issue where Republicans can expect to undo a presidential veto: ""Not one,"" he emphasized .",testimony,,,,,,,,,,,,,,,
The Keystone XL pipeline is the one instance in which Pfeiffer acknowledges that veto may have to be used in the first place .,anecdote,,,,,,,,,,,,,,,
But he does not expect such a move to hurt the president's revival in the polls .,assumption,,,,,,,,,,,,,,,
"It is an issue , Pfeiffer argued, often cited by Republicans who don't like the president anyway .",testimony,,,,,,,,,,,,,,,
"But most ""people don't have super-strong feelings about it,"" he said .",testimony,,,,,,,,,,,,,,,
"""They are not energized about it, especially at a time of low gas prices . [Polls show] people generally prefer it but this is not a huge issue in their lives.""  Pfeiffer also expects constant fights with Republicans on Capitol Hill over the Environmental Protection Agency's use of the Clean Air Act to better regulate greenhouse gas emissions .",testimony,,,,,,,,,,,,,,,
"""The Republican policy is wrong,"" he said . ""I feel good about our chances [because] people feel strongly about clean air and clean water.""  With his current good poll numbers, the president is able to go on a political offensive despite taking a beating in last fall's midterms and ceding control of the Senate, as well as the House, to Republicans .",assumption,,,,,,,,,,,,,,,
Pfeiffer ties the president's rising popularity to the success of his economic policies but also to the Republican Party's difficulties with any voter not in the Koch brothers' tax bracket .,testimony,,,,,,,,,,,,,,,
"""The GOP has huge trouble on cultural affinity,"" said Pfeiffer .",testimony,,,,,,,,,,,,,,,
"""Republican tax policies, opposition to regulating pollution , their effort to repeal Dodd - Frank - it all favors the rich ... We need to engage them on all that.""  ""Engage them"" is the idea at the heart of the president's plan for his last two years .",assumption,,,,,,,,,,,,,,,
The GOP is on defense as it responds to proposals increasing access to community college as well as increased tax breaks for families in need of childcare and with two working spouses .,assumption,,,,,,,,,,,,,,,
"Pfeiffer starts looking around his office for a card recently given to senior staff that reminds them they are in ""the Fourth Quarter.""  The quote comes from Obama .",assumption,,,,,,,,,,,,,,,
"Pfeiffer tells the story of the president looking at Green Bay Packers' player Randall Cobb during a rally in Wisconsin and making the case that fourth quarter football is ""when big things happen.""  In a moment of off-script pique during last week's State of the Union address, the president reminded Republicans he cannot run for election again because he already beat them in two presidential elections .",anecdote,,,,,,,,,,,,,,,
That confidence leads him to conclude that losing control of the Senate in the midterms is only a momentary set back in the big picture -- the total game and the legacy of the Obama presidency .,assumption,,,,,,,,,,,,,,,
"As Pfeiffer told the New York Times in advance of the State of the Union speech , the nation's economic resurgence under President Obama creates ""a Chicken Little problem [for Republicans] -- all the doom and gloom they predicted did not come to pass.""  The president crowed about ""good news, people"" in the State of the Union speech : He listed 11 million jobs created by American business in the last five years; more people with health insurance; cuts in the deficit; record stock prices; higher high school graduation rates and lower gas prices, as evidence of his success .",testimony,,,,,,,,,,,,,,,
"""At every step, we were told our goals were misguided or too ambitious ; that we would crush jobs and explode deficits,"" the president said .",testimony,,,,,,,,,,,,,,,
""" . ... So the verdict is clear . Middle class economics works ... and these polices will continue to work as long as politics don't get in the way.""  Pfeiffer and other top administration officials think they can further improve their poll numbers by getting Republicans to debate the president's new proposals for increasing wages for working Americans .",assumption,,,,,,,,,,,,,,,
"Good news in foreign policy is also possible but , unlike most second-term presidents, Obama is not abandoning the domestic agenda .",assumption,,,,,,,,,,,,,,,
"Obama's poll numbers will not decide the 2016 race for the White House , Pfeiffer said , because the ""biggest factor is the popularity of the nominee."" But good polls will prevent Democrats from ""distancing"" themselves from Hillary Clinton, Sen  Elizabeth Warren (D-Mass .) or another other nominee, and lead to better turnout .",assumption,,,,,,,,,,,,,,,
That is also part of the Obama team's fourth quarter plan to end the game as winners .,assumption,,,,,,,,,,,,,,,
That is also part of the Obama team's fourth quarter plan to end the game as winners .,assumption,,,,,,,,,,,,,,,
"Friday, the Labor Department is expected to report the economy added about 230,000 jobs in November , and the White House will tout the economic recovery has created jobs for a record 57 months in a row .",assumption,,,,,,,,,,,,,,,
"Voters rejected that message by ousting Democrats in the mid-term elections , quite simply because the President's recovery has simply not delivered enough good paying , full time jobs .",assumption,,,,,,,,,,,,,,,
"In the wake of the financial crisis, unemployment peaked at 10 percent , but the five year recovery has scored only 2.3 percent annual growth and added only about 10 million jobs--a mere 7 percent increase from the recession low of 129 million .",statistics,,,,,,,,,,,,,,,
"President Reagan also inherited a mess--high oil prices, double digit interest rates and unemployment peaking at 10.8 percent .",anecdote,,,,,,,,,,,,,,,
"His recovery, over the period comparable to the Obama expansion, registered 4.8 percent annual GDP growth and created 14.3 million jobs--a 16 percent increase from a recession low of 89 million .",statistics,,,,,,,,,,,,,,,
The difference was governing philosophy .,assumption,,,,,,,,,,,,,,,
"Obama put billions into cumbersome, economically questionable government programs like solar energy, expanded federal entitlements, imposed higher taxes on small entrepreneurs, and burdened businesses and banks with costly and ineffective regulations .",assumption,,,,,,,,,,,,,,,
Manufacturing and construction--hamstrung by onerous new restrictions on factories and bank lending--have not adequately recovered .,assumption,,,,,,,,,,,,,,,
"Today, both industries employ about 1.6 million fewer workers than before the recession .",statistics,,,,,,,,,,,,,,,
Lost are many jobs paying more than $25 per hour that once helped undergird the middle class .,assumption,,,,,,,,,,,,,,,
"Democrats, such as Senator Charles Schumer blame new technologies and advocate yet more big government , but innovation that raises labor productivity has been a dominant force since the first axle and wheel , and Obama's failures indicate paucity of Schumer's prescription .",assumption,,,,,,,,,,,,,,,
"More striking has been the failure of U.S  manufacturers to apply home-grown technologies to more effectively boost domestic manufacturing, increase exports and compete with imports .",assumption,,,,,,,,,,,,,,,
"During the 2008 campaign, Obama promised to improve U.S  competitive performance by addressing China's undervalued currency , which artificially disadvantages U.S.-based factories, but hasn't .",assumption,,,,,,,,,,,,,,,
"Since the Obama recovery began , the trade deficit with China has increased $190 billion , destroying 1.6 million American jobs .",statistics,,,,,,,,,,,,,,,
"In addition to the Keystone pipeline, the Administration continues to block petroleum development off the Atlantic, Pacific and Eastern Gulf Coasts .",assumption,,,,,,,,,,,,,,,
The United States needlessly imports about 5.5 million barrels of petroleum each day at an annual cost of $120 billion a year .,statistics,,,,,,,,,,,,,,,
"That kills another 1 million jobs a year in construction, petroleum refining, manufacturing, and professional services .",statistics,,,,,,,,,,,,,,,
Health benefits costs are about 50 percent higher for U.S  manufacturers than for competitors in Japan and Germany .,statistics,,,,,,,,,,,,,,,
"Obama promised to do something about that too , but the Affordable Care Act mostly subsidizes health coverage for previously uninsured and lower income Americans .",assumption,,,,,,,,,,,,,,,
"Premiums paid by businesses keep rising faster than inflation, further burdening U.S  competitiveness in international markets .",assumption,,,,,,,,,,,,,,,
"High health care costs, coupled with slack in the jobs market, encourage employers to split full time positions into part-time jobs to avoid paying for health insurance and other benefits .",assumption,,,,,,,,,,,,,,,
"Seven million Americans , who want full time employment , are consigned to part- time work--often in retailing and other lower paying service activities , where jobs are more easily divided among several workers .",assumption,,,,,,,,,,,,,,,
"Workers in finance, technology and other high skilled professions are getting good raises , while wages for lower-skilled workers--especially those stuck in part-time positions--lag inflation .",assumption,,,,,,,,,,,,,,,
"Combined with the shortage of mid-skilled jobs in construction and manufacturing, those forces have driven down median family income to $52,120 from about $56,436 prior to the recession .",statistics,,,,,,,,,,,,,,,
"Families near the top have registered significant gains , while the majority of families have permanently lost much more buying power than those averages indicate .",assumption,,,,,,,,,,,,,,,
"Getting America working and incomes rising again requires better managing globalization, freeing up U.S  energy production and smarter, lower-cost business regulations .",assumption,,,,,,,,,,,,,,,
"Without pro-growth policies, the monthly jobs report will continue to bring depressing news to America's working families and lots of deceptive media hype from White House .",assumption,,,,,,,,,,,,,,,
"Without pro-growth policies, the monthly jobs report will continue to bring depressing news to America's working families and lots of deceptive media hype from White House .",assumption,,,,,,,,,,,,,,,
Here's a prediction: expect a narrative to emerge in certain media outlets in the coming days that Tuesday night's State of the Union speech was a grand return to form for President Obama .,assumption,,,,,,,,,,,,,,,
"The elite, east-coast intelligencia line will be that the beleaguered lame duck president--facing a hostile, conservative Congress--regained his momentum with renewed energy and purpose .",assumption,,,,,,,,,,,,,,,
"How Obama Got His Groove Back , Washington- style .",no-unit,,,,,,,,,,,,,,,
"Groove aside , the fact remains that Obama's next-to-last State of the Union address did not substantially address two of the most pressing issues currently facing our nation and that matter most to its military veterans: the lack of a clear United States national security strategy -- to include the crisis facing our military -- and the inability of the VA bureaucracy care to deliver timely health care to millions of our veterans .",assumption,,,,,,,,,,,,,,,
But you wouldn't know it by listening to Tuesday night's State of the Union address .,assumption,,,,,,,,,,,,,,,
President Obama is living in a fantasy world .,assumption,,,,,,,,,,,,,,,
"The president says that we're ""stopping ISIL's advance."" But in reality ,  his campaign of airstrikes have not been successful , and ISIS controls more territory in Iraq and Syria today than ever before .",assumption,,,,,,,,,,,,,,,
"He also boldly claimed that ""we're slashing the backlog that had too many veterans waiting years to get the benefits they need,"" but this statement too just doesn't match up with reality .",assumption,,,,,,,,,,,,,,,
"Today, nearly 250,000 veterans are still stuck in the VA claims backlog and another 290,000 languish in the appeals process .",statistics,,,,,,,,,,,,,,,
"Is that still ""too many,"" Mr  President?  Unfortunate events will likely force the president's attention to these issues in 2015 -- just like ISIS did in Iraq and Phoenix did for the VA in 2014 .",assumption,,,,,,,,,,,,,,,
"However ,  President Obama could be proactive and get ahead of these issues by pursuing the following four agenda items :.  1 \. Articulate a real national security strategy .",par-sep,,,,,,,,,,,,,,,
"The president's plan for ""leading from behind"" -- and that national security and foreign policy boils down to ""don't do stupid stuff"" -- is no substitute for a real strategy , as deteriorating situations in Iraq, Syria, Libya, Ukraine and elsewhere prove .",assumption,,,,,,,,,,,,,,,
"Likewise ,  denying the nature of the enemy we face (""ISIS is not Islamic"") only muddies the water further , emboldening our enemies and confusing our allies .",assumption,,,,,,,,,,,,,,,
"President Obama also touted ending the 14 year-long war in Afghanistan , but ""ending"" is different than ""winning."" His telegraphed withdrawals have pulled us out of conflicts before they're resolved , creating power vacuums in Iraq - and soon in Afghanistan - that leave America more vulnerable .",assumption,,,,,,,,,,,,,,,
"And incredibly, for the first time since 9/11, the president failed to even mention the Taliban or Al Qaeda  - both of which are far from ""on the run"" as he proclaimed in 2012 and are advancing and actively challenging the West .",assumption,,,,,,,,,,,,,,,
2 \. Get serious about fixing defense spending .,assumption,,,,,,,,,,,,,,,
"Instead of cutting fat , the president's ill-conceived defense budget sequester has slashed into the muscle of our military force .",assumption,,,,,,,,,,,,,,,
"The administration should strive to replace defense sequestration, by implementing serious and commensurate acquisitions and compensation reforms .",assumption,,,,,,,,,,,,,,,
"Reforming these areas will reduce Pentagon budgetary pressures caused by massive weapons system cost-overruns and exploding personnel costs, allowing for a more strategic allocation of war-fighting resources .",assumption,,,,,,,,,,,,,,,
"In order to live within a fiscally responsible reality, and most importantly maintain the world's most capable military , the administration and Congress must get serious about real DoD spending reform .",assumption,,,,,,,,,,,,,,,
His address last night didn't even mention sequestration .,anecdote,,,,,,,,,,,,,,,
3 \. Develop and implement a plan to tackle the national debt .,assumption,,,,,,,,,,,,,,,
"Respected military leaders like Marine General James Mattis, Admiral Mike Mullen, and many others recognize that the biggest long-term threat to our national security is our massive national debt .",assumption,,,,,,,,,,,,,,,
"At more than $18 trillion and growing, the debt is on track to double under President Obama .",assumption,,,,,,,,,,,,,,,
"It is absolutely vital to the fiscal, economic, and military strength of our country that we have a serious plan to get our debt under control through reductions in spending and significant reforms across the government .",assumption,,,,,,,,,,,,,,,
4 \. Implement more accountability and choice at the VA .,assumption,,,,,,,,,,,,,,,
"The VA reforms passed by Congress last year were a good first step, but will not address the deeper, systemic culture problems at VA .",assumption,,,,,,,,,,,,,,,
"In the next Congress, the president should champion even deeper reforms at VA to bring accountability for poor performing employees throughout the department and to expand health care options for veterans outside the VA system .",assumption,,,,,,,,,,,,,,,
"These basic principles would not only address a campaign promise the president has failed to deliver on (""fixing the VA"") but would show that he is finally serious about improving veterans' access to the quality health care they earned .",assumption,,,,,,,,,,,,,,,
"What the president misses, and even defies , in his latest list of proposals is that Americans don't think government isn't doing enough .",assumption,,,,,,,,,,,,,,,
"They think government does too much , that most of what it does , it does poorly , and that it doesn't attend to the issues that matter to them .",assumption,,,,,,,,,,,,,,,
Focusing on the four agenda items above would send a message that the president is finally serious about governing in his last two years in office .,assumption,,,,,,,,,,,,,,,
"It's probably too much to ask for Obama to change his approach at this stage in his presidency -- but it's essential if he wants to avoid a legacy of division, defiance and neglect .",assumption,,,,,,,,,,,,,,,
"And if the president continues on his current course? Well, the items listed above will become part of a compelling agenda for his potential successors as they take to the campaign trail for 2016 .",assumption,,,,,,,,,,,,,,,
